"","kmeans_result_2","kmeans_result_3","kmeans_result_5","labels_average","labels_complete","labels_single","dbscan_smal","dbscan_med","dbscan_big"
"657",1,2,3,1,1,1,0,1,1
"658",1,2,3,1,1,1,0,1,1
"659",2,2,4,1,1,1,0,0,0
"660",1,3,5,1,1,1,2,1,1
"661",1,3,5,1,1,1,0,1,1
"662",2,2,1,1,1,1,0,1,1
"663",1,2,3,1,1,1,0,0,1
"664",2,2,3,1,1,1,0,1,1
"665",2,2,1,1,1,1,0,0,1
"666",2,2,1,1,1,1,0,0,1
"667",1,2,3,1,1,1,0,1,1
"668",2,2,3,1,1,1,0,0,0
"669",1,3,5,1,1,1,0,1,1
"670",2,2,1,1,1,1,0,0,1
"671",2,2,1,1,1,1,0,0,1
"672",2,2,1,1,1,1,0,1,1
"673",2,2,1,1,1,1,0,0,1
"674",1,2,3,1,1,1,0,1,1
"675",2,2,1,1,1,1,0,0,0
"676",2,2,1,1,1,1,0,0,0
"677",1,3,4,1,1,1,0,0,0
"678",1,2,3,1,1,1,0,0,0
"679",2,1,1,1,1,1,0,0,1
"680",2,2,1,1,1,1,0,1,1
"681",1,2,3,1,1,1,0,1,1
"682",1,2,3,1,1,1,0,1,1
"683",1,2,3,1,1,1,0,0,1
"684",1,3,5,1,1,1,0,1,1
"685",1,2,3,1,1,1,3,1,1
"686",1,3,3,1,1,1,0,0,1
"687",1,2,3,1,1,1,0,1,1
"688",1,3,5,1,1,1,0,0,1
"689",1,3,5,1,1,1,0,0,0
"690",2,2,1,1,1,1,0,0,1
"691",2,2,1,1,1,1,0,1,1
"692",2,2,1,1,1,1,0,0,0
"693",2,2,1,1,1,1,0,0,1
"694",1,2,3,1,1,1,0,0,1
"695",1,2,3,1,1,1,0,0,1
"696",2,1,2,1,2,1,0,0,3
"697",1,2,3,1,1,1,0,0,1
"698",1,3,3,1,1,1,0,1,1
"699",1,3,5,1,1,1,0,0,1
"700",2,2,1,1,1,1,0,0,1
"701",2,2,1,1,1,1,0,1,1
"702",1,3,5,1,1,1,0,0,0
"703",2,2,1,1,1,1,0,1,1
"704",2,1,1,1,1,1,0,0,1
"705",1,3,5,1,1,1,0,1,1
"706",2,2,1,1,1,1,0,1,1
"707",1,3,5,1,1,1,0,1,1
"708",1,2,3,1,1,1,0,0,0
"709",1,2,3,1,1,1,3,1,1
"710",1,3,5,1,1,1,0,0,0
"711",1,2,3,1,1,1,0,0,1
"712",1,2,3,1,1,1,1,1,1
"713",2,2,3,1,1,1,0,0,1
"714",2,2,1,1,1,1,0,1,1
"715",1,3,3,1,1,1,0,1,1
"716",1,3,3,1,1,1,0,1,1
"717",1,2,3,1,1,1,0,2,1
"718",1,3,5,1,1,1,2,1,1
"719",1,3,5,1,1,1,0,0,0
"720",1,3,5,1,1,1,0,0,1
"721",2,1,1,1,1,1,0,0,0
"722",2,1,2,1,2,1,0,0,0
"723",2,2,1,1,1,1,0,0,1
"724",1,2,3,1,1,1,0,1,1
"725",1,3,5,1,1,1,0,0,0
"726",2,1,1,1,1,1,0,0,0
"727",2,2,1,1,1,1,0,0,1
"728",1,3,5,1,1,1,0,0,0
"729",2,2,1,1,1,1,0,0,1
"730",1,3,5,1,1,1,0,1,1
"731",2,2,3,1,1,1,0,1,1
"732",1,3,5,1,1,1,0,0,0
"733",2,2,1,1,1,1,0,0,0
"734",2,2,1,1,1,1,0,0,0
"735",1,2,3,1,1,1,0,0,0
"736",2,2,1,1,1,1,0,0,0
"737",2,1,1,1,1,1,0,0,0
"738",1,3,5,1,1,1,0,0,0
"739",2,1,1,1,1,1,0,0,0
"740",1,2,3,1,1,1,0,1,1
"741",1,3,3,1,1,1,0,1,1
"742",1,3,3,1,1,1,0,0,1
"743",1,3,3,1,1,1,0,1,1
"744",2,2,4,1,1,1,0,0,0
"745",2,2,1,1,1,1,0,1,1
"746",1,3,5,1,1,1,0,0,1
"747",2,1,2,1,2,1,0,0,1
"748",1,3,5,1,1,1,0,1,1
"749",1,2,3,1,1,1,0,0,0
"750",1,2,3,1,1,1,0,0,1
"751",1,2,3,1,1,1,0,1,1
"752",1,3,5,1,1,1,2,1,1
"753",1,3,5,1,1,1,0,0,0
"754",1,2,3,1,1,1,0,0,1
"755",1,2,3,1,1,1,0,0,0
"756",1,2,3,1,1,1,1,1,1
"757",2,2,1,1,1,1,0,1,1
"758",1,2,3,1,1,1,1,1,1
"759",1,2,3,1,1,1,0,0,1
"760",1,2,3,1,1,1,0,1,1
"761",1,3,3,1,1,1,0,0,1
"762",2,1,1,1,1,1,0,0,0
"763",1,2,3,1,1,1,0,1,1
"764",1,2,3,1,1,1,0,0,0
"765",1,2,3,1,1,1,0,1,1
"766",2,2,1,1,1,1,0,0,1
"767",2,1,2,1,2,1,0,0,0
"768",2,1,2,1,1,1,0,0,0
"769",1,3,3,1,1,1,0,1,1
"770",1,3,3,1,1,1,0,1,1
"771",1,3,5,1,1,1,0,1,1
"772",2,1,2,2,2,1,0,0,0
"773",2,2,1,1,1,1,0,0,1
"774",1,2,4,1,1,1,0,0,1
"775",1,3,5,1,1,1,0,0,0
"776",1,2,4,1,1,1,0,0,1
"777",1,3,5,1,1,1,0,0,1
"778",1,3,5,1,1,1,0,0,1
"779",2,1,2,1,2,1,0,0,0
"780",2,2,1,1,1,1,0,0,1
"781",1,3,3,1,1,1,0,0,1
"782",1,2,3,1,1,1,0,1,1
"783",1,2,3,1,1,1,0,0,1
"784",1,3,4,1,1,1,0,0,0
"785",1,3,5,1,1,1,0,1,1
"786",1,2,3,1,1,1,1,1,1
"787",1,3,3,1,1,1,0,0,1
"788",2,1,1,1,1,1,0,0,1
"789",2,2,3,1,1,1,3,1,1
"790",2,1,2,2,2,1,0,0,0
"791",2,1,1,1,1,1,0,0,1
"792",1,3,3,1,1,1,0,1,1
"793",1,3,5,1,1,1,0,0,0
"794",1,2,3,1,1,1,0,1,1
"795",2,2,1,1,1,1,0,1,1
"796",1,3,5,1,1,1,0,0,0
"797",1,2,3,1,1,1,0,1,1
"798",1,2,4,1,1,1,0,0,0
"799",1,3,5,1,1,1,0,1,1
"800",1,3,5,1,1,1,0,0,1
"801",2,2,1,1,1,1,0,0,1
"802",2,1,2,2,2,1,0,0,0
"803",1,3,5,1,1,1,0,0,0
"804",2,2,1,1,1,1,0,0,0
"805",1,3,4,1,1,1,0,0,0
"806",2,1,2,2,2,1,0,0,0
"807",1,3,5,1,1,1,0,0,4
"808",2,1,2,2,2,1,0,0,0
"809",1,2,3,1,1,1,0,1,1
"810",1,3,5,1,1,1,0,0,1
"811",2,1,2,2,2,1,0,0,0
"812",1,2,3,1,1,1,0,1,1
"813",2,1,2,1,2,1,0,0,0
"814",1,2,3,1,1,1,0,0,0
"815",1,3,5,1,1,1,0,0,1
"816",1,2,3,1,1,1,0,0,1
"817",1,3,5,1,1,1,0,1,1
"818",2,1,1,1,1,1,0,0,1
"819",1,2,3,1,1,1,0,0,1
"820",1,2,3,1,1,1,0,1,1
"821",1,2,3,1,1,1,0,1,1
"822",2,1,2,2,2,1,0,0,0
"823",1,2,3,1,1,1,0,1,1
"824",2,1,2,1,2,1,0,0,3
"825",1,2,3,1,1,1,0,0,1
"826",1,3,5,1,1,1,0,0,0
"827",1,2,3,1,1,1,0,0,1
"828",1,3,5,1,1,1,0,0,0
"829",2,1,2,1,2,1,0,0,0
"830",1,2,3,1,1,1,0,1,1
"831",1,2,3,1,1,1,0,1,1
"832",1,3,3,1,1,1,0,0,1
"833",1,3,3,1,1,1,0,0,1
"834",1,3,4,1,1,1,0,0,0
"835",1,3,3,1,1,1,0,0,1
"836",1,3,3,1,1,1,0,0,1
"837",1,2,3,1,1,1,0,1,1
"838",1,3,3,1,1,1,0,0,1
"839",1,3,5,1,1,1,0,0,1
"840",1,2,3,1,1,1,0,0,1
"841",1,3,5,1,1,1,0,1,1
"842",1,2,3,1,1,1,0,1,1
"843",2,1,1,1,1,1,0,0,0
"844",2,1,2,1,2,1,0,0,0
"845",1,2,3,1,1,1,0,1,1
"846",2,2,1,1,1,1,0,1,1
"847",2,2,1,1,1,1,0,0,1
"848",1,2,3,1,1,1,1,1,1
"849",1,2,3,1,1,1,0,1,1
"850",2,1,2,1,2,1,0,0,0
"851",1,3,5,1,1,1,0,1,1
"852",2,2,1,1,1,1,0,0,1
"853",1,2,3,1,1,1,1,1,1
"854",1,2,3,1,1,1,3,1,1
"855",2,2,3,1,1,1,0,0,1
"856",2,1,2,1,2,1,0,0,0
"857",1,2,3,1,1,1,0,1,1
"858",1,2,3,1,1,1,0,1,1
"859",1,2,3,1,1,1,0,0,1
"860",1,2,3,1,1,1,0,1,1
"861",1,3,4,1,1,1,0,0,0
"862",1,2,4,1,1,1,0,0,0
"863",1,2,3,1,1,1,0,1,1
"864",2,2,1,1,1,1,0,0,0
"865",2,2,4,1,1,1,0,0,0
"866",2,2,1,1,1,1,0,0,1
"867",1,3,5,1,1,1,0,0,1
"868",2,2,1,1,1,1,0,0,0
"869",2,1,2,2,2,1,0,0,0
"870",1,3,3,1,1,1,0,1,1
"871",1,3,5,1,1,1,2,1,1
"872",1,2,3,1,1,1,0,0,1
"873",1,2,3,1,1,1,0,1,1
"874",1,3,5,1,1,1,0,1,1
"875",1,3,5,1,1,1,0,0,1
"876",1,3,5,1,1,1,0,0,4
"877",1,2,3,1,1,1,0,0,1
"878",1,3,3,1,1,1,0,0,1
"879",1,3,4,1,1,1,0,0,0
"880",1,3,5,1,1,1,0,1,1
"881",1,3,5,1,1,1,0,0,0
"882",2,2,1,1,1,1,0,0,1
"883",1,3,5,1,1,1,0,0,0
"884",1,3,5,1,1,1,0,1,1
"885",1,3,5,1,1,1,0,0,0
"886",1,2,3,1,1,1,0,1,1
"887",1,2,3,1,1,1,0,0,1
"888",2,2,1,1,1,1,0,1,1
"889",1,2,3,1,1,1,0,1,1
"890",1,2,3,1,1,1,0,1,1
"891",1,3,3,1,1,1,0,1,1
"892",1,3,3,1,1,1,0,1,1
"893",2,1,1,1,1,1,0,0,1
"894",1,2,4,1,1,1,0,0,0
"895",1,2,3,1,1,1,0,1,1
"896",2,2,1,1,1,1,0,0,1
"897",2,1,2,2,2,1,0,0,0
"898",1,2,3,1,1,1,0,0,1
"899",1,2,3,1,1,1,0,1,1
"900",1,2,4,1,1,1,0,0,0
"901",1,3,5,1,1,1,0,1,1
"902",2,2,1,1,1,1,0,0,0
"903",1,3,5,1,1,1,0,0,0
"904",1,2,3,1,1,1,0,0,1
"905",2,2,3,1,1,1,0,1,1
"906",1,3,3,1,1,1,0,1,1
"907",2,1,1,1,1,1,0,0,0
"908",1,3,5,1,1,1,0,0,1
"909",1,3,5,1,1,1,2,1,1
"910",1,2,3,1,1,1,0,0,0
"911",1,3,5,1,1,1,2,1,1
"912",1,3,5,1,1,1,0,0,0
"913",2,1,1,1,1,1,0,0,1
"914",1,3,3,1,1,1,0,0,0
"915",2,1,1,1,1,1,0,0,0
"916",1,3,5,1,1,1,0,0,1
"917",1,3,4,1,1,1,0,0,0
"918",1,3,5,1,1,1,0,0,5
"919",1,3,3,1,1,1,0,1,1
"920",1,3,5,1,1,1,0,0,5
"921",1,2,3,1,1,1,0,0,1
"922",1,2,3,1,1,1,1,1,1
"923",2,2,1,1,1,1,0,0,0
"924",1,3,4,1,1,1,0,0,0
"925",1,2,3,1,1,1,0,0,1
"926",1,2,3,1,1,1,0,0,0
"927",2,2,1,1,1,1,0,0,1
"928",1,2,4,1,1,1,0,0,0
"929",2,1,2,2,2,1,0,0,0
"930",1,3,3,1,1,1,0,0,1
"931",1,2,3,1,1,1,0,0,1
"932",2,2,1,1,1,1,0,0,0
"933",1,3,3,1,1,1,0,1,1
"934",1,2,3,1,1,1,0,0,0
"935",2,2,1,1,1,1,0,0,0
"936",1,3,5,1,1,1,0,0,0
"937",2,2,1,1,1,1,0,0,0
"938",1,2,3,1,1,1,0,0,1
"939",1,2,3,1,1,1,1,1,1
"940",1,3,3,1,1,1,0,1,1
"941",1,3,5,1,1,1,0,0,1
"942",1,2,4,1,1,1,0,0,0
"943",2,2,1,1,1,1,0,0,1
"944",1,2,3,1,1,1,0,0,0
"945",1,2,3,1,1,1,0,0,1
"946",1,2,3,1,1,1,0,0,1
"947",2,2,1,1,1,1,0,0,0
"948",1,3,5,1,1,1,0,0,0
"949",1,3,4,1,1,1,0,0,0
"950",2,2,1,1,1,1,0,0,1
"951",1,3,5,1,1,1,0,0,0
"952",1,3,5,1,1,1,0,0,0
"953",1,2,3,1,1,1,0,0,0
"954",2,1,1,1,1,1,0,0,0
"955",2,2,1,1,1,1,0,0,1
"956",2,2,1,1,1,1,0,0,1
"957",2,1,2,1,2,1,0,0,0
"958",1,2,3,1,1,1,0,2,1
"959",1,2,3,1,1,1,0,0,1
"960",1,3,5,1,1,1,0,0,1
"961",2,2,1,1,1,1,0,1,1
"962",1,2,3,1,1,1,0,0,0
"963",2,2,1,1,1,1,0,0,1
"964",1,2,3,1,1,1,0,0,0
"965",2,2,1,1,1,1,0,0,1
"966",1,3,5,1,1,1,0,0,0
"967",1,2,3,1,1,1,0,1,1
"968",1,3,5,1,1,1,0,1,1
"969",1,2,3,1,1,1,0,0,0
"970",1,3,5,1,1,1,0,0,0
"971",1,2,3,1,1,1,0,0,1
"972",1,3,3,1,1,1,0,0,1
"973",1,3,5,1,1,1,0,0,1
"974",2,2,1,1,1,1,0,0,0
"975",1,2,4,1,1,1,0,0,1
"976",1,3,5,1,1,1,0,1,1
"977",1,3,5,1,1,1,0,0,4
"978",1,3,5,1,1,1,0,0,0
"979",1,3,5,1,1,1,0,0,0
"980",1,2,3,1,1,1,0,2,1
"981",1,3,5,1,1,1,0,0,1
"982",2,2,1,1,1,1,0,0,1
"983",1,3,5,1,1,1,0,0,1
"984",1,2,3,1,1,1,0,1,1
"985",1,3,4,1,1,1,0,0,0
"986",2,1,1,1,1,1,0,0,0
"987",2,1,2,2,2,1,0,0,0
"988",1,3,3,1,1,1,0,0,0
"989",2,2,1,1,1,1,0,0,1
"990",1,2,3,1,1,1,0,0,0
"991",1,3,4,1,1,1,0,0,0
"992",1,3,3,1,1,1,0,1,1
"993",2,2,4,1,1,1,0,0,0
"994",1,3,4,1,1,1,0,0,0
"995",1,3,5,1,1,1,0,0,0
"996",2,2,3,1,1,1,0,0,1
"997",1,3,5,1,1,1,0,0,1
"998",1,2,3,1,1,1,0,0,1
"999",1,3,5,1,1,1,0,0,4
"1000",1,3,5,1,1,1,0,0,1
"1001",1,3,5,1,1,1,0,0,0
"1002",2,1,2,2,2,1,0,0,0
"1003",1,3,5,1,1,1,0,1,1
"1004",1,3,5,1,1,1,0,0,0
"1005",1,2,3,1,1,1,0,0,1
"1006",1,3,5,1,1,1,0,1,1
"1007",2,2,1,1,1,1,0,0,1
"1008",1,3,5,1,1,1,0,0,0
"1009",2,2,1,1,1,1,0,0,1
"1010",1,3,5,1,1,1,0,0,0
"1011",1,2,3,1,1,1,0,0,1
"1012",1,2,3,1,1,1,3,1,1
"1013",2,2,3,1,1,1,0,0,1
"1014",2,1,1,1,1,1,0,0,0
"1015",1,3,5,1,1,1,0,0,1
"1016",1,3,5,1,1,1,0,1,1
"1017",2,2,3,1,1,1,0,0,1
"1018",1,3,5,1,1,1,0,0,0
"1019",2,2,1,1,1,1,0,0,0
"1020",2,2,1,1,1,1,0,0,0
"1021",2,1,2,1,2,1,0,0,3
"1022",2,2,1,1,1,1,0,0,1
"1023",2,2,1,1,1,1,0,0,1
"1024",1,2,3,1,1,1,0,0,1
"1025",1,3,5,1,1,1,0,0,0
"1026",1,2,3,3,3,3,0,0,0
"1027",2,1,2,2,2,1,0,0,0
"1028",2,2,1,1,1,1,0,1,1
"1029",1,2,4,1,1,1,0,0,0
"1030",1,2,3,1,1,1,0,0,0
"1031",1,2,3,1,1,1,0,1,1
"1032",2,1,1,1,1,1,0,0,1
"1033",1,2,3,1,1,1,0,0,1
"1034",1,2,3,1,1,1,0,0,1
"1035",1,2,3,1,1,1,0,1,1
"1036",2,1,1,1,1,1,0,0,0
"1037",1,2,3,1,1,1,0,0,1
"1038",1,2,4,1,1,1,0,0,1
"1039",1,2,3,1,1,1,0,1,1
"1040",1,3,5,1,1,1,0,0,1
"1041",1,3,5,1,1,1,0,0,5
"1042",2,2,1,1,1,1,0,0,1
"1043",2,2,1,1,1,1,0,0,1
"1044",2,2,1,1,1,1,0,0,1
"1045",1,3,5,1,1,1,0,0,0
"1046",1,3,5,1,1,1,0,0,0
"1047",2,2,1,1,1,1,0,1,1
"1048",2,1,2,1,2,1,0,0,0
"1049",1,2,3,1,1,1,0,0,1
"1050",1,3,5,1,1,1,0,1,1
"1051",1,2,3,1,1,1,0,0,1
"1052",2,1,1,1,1,1,0,0,1
"1053",2,1,2,2,2,1,0,0,0
"1054",2,1,1,1,1,1,0,0,1
"1055",2,2,1,1,1,1,0,1,1
"1056",1,3,5,1,1,1,0,0,0
"1057",2,1,2,1,1,1,0,0,0
"1058",1,2,3,1,1,1,0,0,1
"1059",1,2,3,1,1,1,0,1,1
"1060",2,1,2,1,2,1,0,0,3
"1061",2,1,1,1,1,1,0,0,0
"1062",1,2,3,1,1,1,0,0,0
"1063",1,3,5,1,1,1,0,1,1
"1064",1,3,5,1,1,1,0,0,1
"1065",1,3,4,1,1,1,0,0,0
"1066",1,2,3,1,1,1,0,0,1
"1067",2,2,1,1,1,1,0,0,1
"1068",1,2,3,1,1,1,0,1,1
"1069",1,3,5,1,1,1,0,0,1
"1070",1,2,3,1,1,1,0,0,0
"1071",1,3,5,1,1,1,0,0,0
"1072",2,1,2,2,2,1,0,0,0
"1073",2,2,3,1,1,1,0,0,1
"1074",1,3,5,1,1,1,0,1,1
"1075",1,2,3,1,1,1,0,1,1
"1076",1,3,5,1,1,1,0,0,0
"1077",1,3,5,1,1,1,0,0,0
"1078",1,3,5,1,1,1,0,0,1
"1079",1,2,3,1,1,1,0,2,1
"1080",1,2,3,1,1,1,0,1,1
"1081",1,3,3,1,1,1,0,1,1
"1082",1,3,5,1,1,1,0,1,1
"1083",1,3,3,1,1,1,0,0,0
"1084",1,3,5,1,1,1,0,0,0
"1085",1,3,5,1,1,1,0,0,1
"1086",1,3,5,1,1,1,0,0,0
"1087",2,2,1,1,1,1,0,0,1
"1088",2,2,1,1,1,1,0,1,1
"1089",1,3,4,1,1,1,0,0,0
"1090",2,2,1,1,1,1,0,1,1
"1091",1,3,5,1,1,1,0,0,0
"1092",1,3,5,1,1,1,0,1,1
"1093",2,2,1,1,1,1,0,1,1
"1094",1,3,3,1,1,1,0,1,1
"1095",1,2,3,1,1,1,0,0,0
"1096",1,2,3,1,1,1,0,0,1
"1097",2,2,4,1,1,1,0,0,0
"1098",1,3,5,1,1,1,0,0,0
"1099",2,1,2,1,2,1,0,0,0
"1100",1,3,5,1,1,1,0,0,1
"1101",1,2,3,1,1,1,0,1,1
"1102",2,2,1,1,1,1,0,0,1
"1103",2,2,1,1,1,1,0,0,0
"1104",1,3,5,1,1,1,0,1,1
"1105",1,3,5,1,1,1,0,0,1
"1106",1,2,4,1,1,1,0,0,1
"1107",1,3,5,1,1,1,0,0,0
"1108",2,2,1,1,1,1,0,0,0
"1109",1,2,3,1,1,1,0,0,1
"1110",1,2,3,1,1,1,0,2,1
"1111",1,2,3,1,1,1,0,1,1
"1112",1,3,3,1,1,1,0,0,1
"1113",1,3,3,1,1,1,0,1,1
"1114",1,3,5,1,1,1,0,0,0
"1115",1,3,5,1,1,1,0,1,1
"1116",1,2,3,1,1,1,0,0,1
"1117",2,1,2,2,2,1,0,0,0
"1118",1,2,3,1,1,1,0,2,1
"1119",1,3,5,1,1,1,0,0,1
"1120",1,2,3,1,1,1,0,0,1
"1121",2,1,2,2,2,1,0,0,0
"1122",1,2,3,1,1,1,0,1,1
"1123",2,2,1,1,1,1,0,0,0
"1124",2,1,1,1,1,1,0,0,0
"1125",1,3,5,1,1,1,0,0,2
"1126",1,2,3,1,1,1,0,1,1
"1127",1,3,5,1,1,1,0,0,1
"1128",2,1,2,2,2,1,0,0,0
"1129",1,2,3,1,1,1,0,0,1
"1130",2,2,3,1,1,1,0,1,1
"1131",1,3,3,1,1,1,0,1,1
"1132",2,2,1,1,1,1,0,0,1
"1133",2,1,1,1,1,1,0,0,1
"1134",2,1,2,1,2,1,0,0,0
"1135",1,3,5,1,1,1,0,0,0
"1136",2,2,1,1,1,1,0,1,1
"1137",2,2,1,1,1,1,0,1,1
"1138",2,1,2,1,2,1,0,0,0
"1139",2,2,1,1,1,1,0,1,1
"1140",2,1,1,1,1,1,0,0,0
"1141",1,3,5,1,1,1,0,0,0
"1142",2,2,1,1,1,1,0,0,0
"1143",2,2,1,1,1,1,0,0,1
"1144",1,3,3,1,1,1,0,1,1
"1145",1,2,3,1,1,1,0,2,1
"1146",2,1,1,1,2,1,0,0,0
"1147",1,3,5,1,1,1,0,0,0
"1148",1,3,3,1,1,1,0,1,1
"1149",1,3,5,1,1,1,0,0,0
"1150",1,3,5,1,1,1,0,0,5
"1151",1,3,3,1,1,1,0,0,1
"1152",1,2,3,1,1,1,0,1,1
"1153",1,3,5,1,1,1,0,0,1
"1154",1,2,3,1,1,1,0,0,1
"1155",1,3,4,1,1,1,0,0,0
"1156",1,3,5,1,1,1,0,0,0
"1157",2,1,2,1,2,1,0,0,0
"1158",2,2,1,1,1,1,0,0,1
"1159",2,1,1,1,1,1,0,0,1
"1160",1,3,5,1,1,1,0,0,0
"1161",2,1,2,1,1,1,0,0,0
"1162",2,1,1,1,1,1,0,0,1
"1163",1,2,3,1,1,1,0,0,0
"1164",1,2,3,1,1,1,0,1,1
"1165",1,2,3,1,1,1,0,0,0
"1166",1,3,5,1,1,1,2,1,1
"1167",1,2,3,1,1,1,0,0,1
"1168",2,2,3,1,1,1,0,1,1
"1169",1,3,5,1,1,1,0,0,1
"1170",1,3,5,1,1,1,2,1,1
"1171",1,3,5,1,1,1,0,0,0
"1172",2,1,2,1,2,1,0,0,0
"1173",2,1,2,1,2,1,0,0,0
"1174",1,3,5,1,1,1,0,1,1
"1175",2,1,1,1,1,1,0,0,0
"1176",1,2,3,1,1,1,0,0,1
"1177",1,2,3,1,1,1,0,0,1
"1178",1,3,5,1,1,1,0,1,1
"1179",1,3,5,1,1,1,0,0,0
"1180",2,2,1,1,1,1,0,0,0
"1181",1,3,4,1,1,1,0,0,0
"1182",2,1,1,1,1,1,0,0,1
"1183",1,2,4,1,1,1,0,0,0
"1184",1,2,3,1,1,1,0,1,1
"1185",1,2,4,1,1,1,0,0,1
"1186",1,3,3,1,1,1,0,0,1
"1187",2,2,1,1,1,1,0,1,1
"1188",2,1,2,1,2,1,0,0,0
"1189",1,3,5,1,1,1,0,0,1
"1190",1,2,3,1,1,1,0,0,0
"1191",2,2,1,1,1,1,0,0,1
"1192",2,1,2,2,2,1,0,0,0
"1193",1,3,5,1,1,1,0,0,0
"1194",1,3,5,1,1,1,0,0,5
"1195",2,1,2,1,1,1,0,0,0
"1196",2,1,1,1,1,1,0,0,1
"1197",1,2,3,1,1,1,1,1,1
"1198",2,1,2,2,2,2,0,0,0
"1199",2,1,1,1,1,1,0,0,1
"1200",1,2,3,1,1,1,0,1,1
"1201",2,1,2,2,2,1,0,0,0
"1202",1,2,3,1,1,1,0,0,1
"1203",1,3,5,1,1,1,0,0,0
"1204",2,1,1,1,1,1,0,0,1
"1205",1,3,5,1,1,1,0,0,0
"1206",2,2,1,1,1,1,0,0,1
"1207",1,3,5,1,1,1,0,1,1
"1208",2,2,1,1,1,1,0,0,1
"1209",1,3,5,1,1,1,0,0,0
"1210",2,2,4,1,1,1,0,0,0
"1211",1,3,5,1,1,1,0,0,0
"1212",2,1,2,2,2,1,0,0,0
"1213",2,2,1,1,1,1,0,0,1
"1214",1,3,5,1,1,1,0,0,1
"1215",1,2,3,1,1,1,0,1,1
"1216",1,2,3,1,1,1,0,0,1
"1217",1,3,5,1,1,1,0,0,0
"1218",2,1,2,1,2,1,0,0,0
"1219",1,3,3,1,1,1,0,1,1
"1220",2,1,2,2,2,1,0,0,0
"1221",2,1,1,1,1,1,0,0,1
"1222",2,2,1,1,1,1,0,0,1
"1223",2,2,1,1,1,1,0,1,1
"1224",1,3,5,1,1,1,0,0,0
"1225",2,2,1,1,1,1,0,1,1
"1226",1,3,5,1,1,1,0,0,1
"1227",1,2,3,1,1,1,0,0,1
"1228",2,1,1,1,1,1,0,0,0
"1229",1,2,3,1,1,1,3,1,1
"1230",1,2,3,1,1,1,0,1,1
"1231",1,3,5,1,1,1,0,0,0
"1232",1,2,3,1,1,1,0,2,1
"1233",1,2,3,1,1,1,0,1,1
"1234",2,1,2,2,2,1,0,0,0
"1235",2,1,1,1,1,1,0,0,0
"1236",2,2,1,1,1,1,0,1,1
"1237",1,3,5,1,1,1,0,0,0
"1238",1,3,5,1,1,1,0,0,4
"1239",1,3,5,1,1,1,0,0,0
"1240",2,2,1,1,1,1,0,0,1
"1241",1,2,3,1,1,1,0,0,0
"1242",2,2,1,1,1,1,0,0,0
"1243",1,3,5,1,1,1,0,0,0
"1244",1,3,5,1,1,1,0,0,1
"1245",1,2,3,1,1,1,0,0,0
"1246",2,2,1,1,1,1,0,0,1
"1247",2,1,2,2,2,1,0,0,0
"1248",1,3,5,1,1,1,0,0,0
"1249",2,2,3,1,1,1,0,0,0
"1250",1,3,4,1,1,1,0,0,0
"1251",1,3,5,1,1,1,0,0,0
"1252",2,1,1,1,1,1,0,0,0
"1253",1,3,3,1,1,1,0,1,1
"1254",2,2,1,1,1,1,0,0,1
"1255",1,2,3,1,1,1,0,1,1
"1256",1,2,3,1,1,1,0,1,1
"1257",1,2,3,1,1,1,1,1,1
